id,conf,year,times,x,y,
2001,SciVis,1998,6,25.789404,19.360079,
425,SciVis,2011,0,-26.122324,-22.261616,
563,SciVis,2010,1,49.387592,10.873853,
426,SciVis,2011,0,-38.11494,-36.03157,
729,SciVis,2009,2,25.065208,21.346586,
1004,SciVis,2007,4,16.953794,14.29721,
432,SciVis,2011,0,-3.472248,25.702248,
2045,SciVis,1998,6,-2.563247,26.61249,
565,SciVis,2010,1,-3.7577126,26.396431,
1837,SciVis,2000,3,-2.302783,25.26199,
1513,SciVis,2003,12,8.322335,31.89448,
2169,SciVis,1996,3,5.1141815,48.948727,
2080,SciVis,1997,0,4.869901,48.88458,
2338,SciVis,1994,13,4.83129,51.457256,
1103,SciVis,2006,2,-38.447014,-8.471467,
1246,SciVis,2005,1,-25.517532,-15.29857,
1362,SciVis,2004,1,-26.517328,-15.990844,
2004,SciVis,1998,20,34.10958,-19.311024,
1727,SciVis,2001,3,-10.995773,40.839,
1903,SciVis,1999,4,-10.403354,40.38015,
1373,SciVis,2004,7,-9.698572,50.261425,
971,SciVis,2007,3,-8.463867,49.56906,
448,SciVis,2011,0,-8.927221,49.54411,
2054,SciVis,1997,9,-7.513738,49.985035,
2179,SciVis,1996,7,23.331585,-19.59654,
2258,SciVis,1995,16,24.246058,-18.715878,
1239,SciVis,2005,5,26.967743,-42.199352,
1128,SciVis,2006,2,-41.890762,-11.971418,
2287,InfoVis,1995,3,-42.28882,-11.437057,
1619,SciVis,2002,4,-5.8193326,25.018988,
2576,SciVis,1990,3,-5.879171,25.963331,
455,SciVis,2011,0,21.83419,-2.3620777,
2255,SciVis,1995,6,10.61515,-25.876654,
1242,SciVis,2005,4,-25.636478,-7.903599,
1428,SciVis,2004,7,31.488117,-5.236954,
1141,VAST,2006,1,16.464094,37.413773,
1220,SciVis,2005,2,31.056017,-3.0470235,
2134,SciVis,1997,8,30.419764,-2.7182467,
2521,SciVis,1991,19,15.514202,20.958426,
1696,InfoVis,2001,3,-7.361017,-22.103619,
1145,VAST,2006,2,-3.6964078,-9.239961,
1182,InfoVis,2005,5,-4.914663,-15.338619,
1405,InfoVis,2004,4,-51.53122,-23.665455,
540,InfoVis,2010,3,-51.272003,-23.323973,
816,InfoVis,2008,1,2.1229973,-32.963127,
557,SciVis,2010,0,50.509804,7.7952747,
696,SciVis,2009,3,49.89378,7.135968,
1657,SciVis,2002,6,50.518497,9.509657,
1087,SciVis,2006,4,50.182552,8.730328,
980,SciVis,2007,4,50.59301,6.4078846,
585,SciVis,2010,0,51.675007,8.153009,
1217,SciVis,2005,3,27.578924,1.3113327,
1609,SciVis,2002,4,30.951208,-2.0476456,
1712,SciVis,2001,4,-10.978362,47.140144,
1673,SciVis,2002,6,-11.504348,45.40265,
1626,SciVis,2002,6,0.37382075,22.86365,
1527,SciVis,2003,8,1.6435775,21.333366,
2446,SciVis,1992,5,-17.754736,-55.619953,
2390,SciVis,1993,3,-18.14675,-56.473484,
1380,SciVis,2004,3,36.711086,-17.351446,
1288,SciVis,2004,8,16.104343,13.029224,
574,SciVis,2010,0,-7.8598905,48.940327,
2199,SciVis,1996,7,7.251256,35.670475,
965,SciVis,2007,1,39.37862,-27.92367,
1101,SciVis,2006,4,39.517895,-27.56342,
1719,SciVis,2001,10,28.31739,0.5607043,
1819,SciVis,2000,9,9.264817,55.145187,
2368,SciVis,1993,15,13.8601,19.117632,
2296,SciVis,1995,2,14.815838,23.686235,
2507,SciVis,1991,15,-38.48717,-7.3844676,
2025,SciVis,1998,4,15.552133,-23.852291,
2295,SciVis,1995,1,-25.733202,-39.4628,
2143,SciVis,1997,10,32.614094,-5.7715554,
1983,SciVis,1998,4,33.078556,-6.281089,
2337,SciVis,1994,15,13.783239,18.048367,
