source,target,five
17206,1405,
17206,2111,
17206,3429,
17206,4250,
17206,5033,
17206,8469,
17207,5657,
17207,10010,
17207,10323,
17207,10811,
17208,1463,
17209,3368,
17209,9814,
17209,9815,
17209,9880,
17210,1727,
17210,1761,
17210,3925,
17210,4193,
17210,5611,
17210,8137,
17210,8354,
17211,8617,
17211,9690,
17211,12407,
17211,12459,
17212,9520,
17212,10078,
17212,10277,
17213,3586,
17213,6373,
17214,4996,
17214,5947,
17215,4645,
17216,4156,
17216,8238,
17217,8278,
17217,10693,
17217,12715,
17218,12187,
17219,3660,
17220,9677,
17220,10326,
17221,2116,
17221,2543,
17221,4828,
17222,5515,
17223,81,
17223,5043,
17224,4745,
17225,11518,
17226,4867,
17227,11079,
17227,13581,
17228,7179,
17228,12561,
17229,6459,
17230,7782,
17230,8375,
17230,13965,
17231,3031,
17231,9711,
17231,9770,
17231,10026,
17232,2143,
17233,2181,
17233,2194,
17233,5370,
17233,8162,
17234,1065,
17234,1865,
17234,5112,
17234,7625,
17235,3790,
17236,12441,
17237,13451,
17238,7081,
17239,1022,
17239,3919,
17240,6388,
17241,1652,
17241,6300,
17241,10972,
17241,11231,
17242,1508,
17242,2319,
17242,7082,
17242,7309,
17243,9266,
17243,9429,
17244,12813,
17245,11041,
17246,1249,
17247,9304,
17247,10734,
17247,12349,
17248,4544,
17249,5180,
17249,8430,
17250,1446,
17251,4984,
17251,4985,
17251,10379,
17251,13324,
17252,4495,
17252,6811,
17253,8105,
17253,9329,
17253,12283,
17254,2665,
17254,2792,
17255,9229,
17255,9230,
17255,10774,
17256,1480,
17257,3659,
17258,4568,
17258,11163,
17258,11164,
17259,7851,
17259,8122,
17259,8588,
17259,11471,
17260,5637,
17260,7262,
17261,2703,
17261,3016,
17262,12624,
17263,5256,
17263,11614,
17263,12055,
17264,10175,
17264,11541,
17265,6217,
17266,6946,
17267,7115,
17268,6760,
17269,7922,
17269,8189,
17269,8399,
17269,10482,
17270,6637,
17271,1685,
17271,11807,
17272,6343,
17272,8750,
17273,5686,
17273,13334,
17274,9784,
17274,10923,
17275,8125,
17275,10633,
17275,11256,
17276,3814,
17276,4883,
17276,5448,
17277,2621,
17277,3388,
17277,5139,
17277,5788,
17277,9578,
17278,14361,
17279,3333,
17279,3633,
17280,1950,
17280,3909,
17281,2798,
17281,3629,
17281,12371,
17282,8602,
17283,6266,
17284,1422,
17284,1929,
17284,2819,
17284,10174,
17285,7403,
17286,5191,
17287,6523,
17288,9875,
17289,4436,
17290,5691,
17291,2801,
17292,5144,
17292,5506,
17292,6222,
17293,9509,
17293,10546,
17294,3784,
17294,7929,
17295,7495,
17296,4287,
17296,5148,
17296,9397,
17297,5862,
17298,7340,
17298,9280,
17299,2647,
17300,6669,
17301,9516,
17301,9808,
17302,3466,
17302,8362,
17303,3036,
17303,4288,
17303,8099,
17303,9141,
17304,9401,
17305,5215,
17306,6534,
17306,8539,
17306,11387,
17307,1069,
17307,1991,
17307,3144,
17307,6847,
17308,2684,
17309,1448,
17309,2135,
17309,2526,
17310,10363,
17311,5891,
17311,10411,
17312,1830,
17313,657,
17313,5458,
17314,5345,
17314,5481,
17314,10408,
17314,11459,
17315,6680,
17316,1856,
17316,1976,
17316,11571,
17317,834,
17317,2460,
17317,11198,
17318,1598,
17318,3491,
17318,4556,
17319,1590,
17319,10076,
17320,5804,
17320,7229,
17320,8678,
17320,11429,
17321,9412,
17322,13055,
17323,4031,
17323,9606,
17324,11284,
17325,1991,
17325,2709,
17326,1886,
17326,6916,
17327,6345,
17327,9445,
17327,12414,
17328,7708,
17328,12592,
17329,5906,
17330,5906,
17331,5006,
17332,4659,
17333,10508,
17334,3934,
17334,4230,
17335,8519,
17336,10091,
17336,12695,
17337,10454,
17338,9051,
17339,10579,
17339,13523,
17340,7776,
17340,10685,
17340,12294,
17341,10290,
17341,10292,
17341,10913,
17342,8113,
17342,11021,
17342,11084,
17343,5477,
17343,7080,
17344,10572,
17345,10232,
17345,12602,
17346,769,
17346,1325,
17346,1523,
17346,3609,
17346,12605,
17347,10100,
17348,6278,
17348,6908,
17349,612,
17349,643,
17349,3850,
17349,12607,
17350,4490,
17351,8365,
17352,10778,
17352,10965,
17352,12879,
17353,10517,
17353,11772,
17354,676,
17355,14846,
17356,5234,
17356,9724,
17356,11324,
17357,6526,
17357,7090,
17357,8385,
17358,4070,
17358,8585,
17358,9373,
17358,10414,
17359,1566,
17359,1567,
17359,11303,
17360,2328,
17360,3386,
17360,5279,
17360,5541,
17360,5582,
17360,7538,
17360,8119,
17361,8071,
17362,8105,
17362,8241,
17362,12891,
17363,3730,
17363,4091,
17363,5921,
17364,1851,
17365,2665,
17365,3527,
17365,3974,
17365,6885,
17365,8212,
17365,8587,
17366,1840,
17366,1891,
17366,6588,
17366,6942,
17366,12215,
17367,5390,
17367,12486,
17368,10814,
17368,11818,
17369,12725,
17370,7851,
17370,11538,
17371,5118,
17372,1597,
17372,2078,
17372,2614,
17373,3871,
17373,8335,
17373,10176,
17374,3254,
17374,6349,
17374,9383,
17375,6079,
17375,7146,
17375,11399,
17375,11760,
17375,12491,
17376,4082,
17377,4311,
17377,8454,
17378,4423,
17379,13391,
17380,13391,
17381,8189,
17382,5918,
17383,2844,
17384,11105,
17385,1916,
17386,5688,
17386,9790,
17387,6523,
17388,8346,
17389,5824,
17389,8441,
17389,9745,
17390,5824,
17390,7435,
17391,5062,
17391,5870,
17392,1200,
17392,1260,
17392,1467,
17392,2098,
17392,3253,
17392,6045,
17393,395,
17393,419,
17393,628,
17393,670,
17393,760,
17393,2080,
17393,2179,
17393,3179,
17393,3750,
17393,4271,
17394,8454,
17395,855,
17395,864,
17395,4374,
17396,6253,
17396,9332,
17396,12773,
17397,5846,
17398,5451,
17398,7219,
17399,10801,
17400,10738,
17400,10819,
17400,14962,
17401,5666,
17402,11777,
17403,11777,
17404,11777,
17405,4791,
17405,6223,
17405,10874,
17406,6960,
17407,8383,
17408,7565,
17408,7616,
17408,9748,
17408,10875,
17408,11269,
17409,10696,
17409,11781,
17409,12314,
17409,12389,
17410,1829,
17410,2004,
17410,2109,
17410,5076,
17411,10376,
17411,12258,
17412,1430,
17412,4981,
17412,5296,
17413,5695,
17414,4132,
17414,4935,
17415,10000,
17415,13773,
17415,14450,
17415,14673,
17416,11330,
17417,13044,
17418,4495,
17418,4632,
17418,5184,
17419,12017,
17420,1135,
17420,7502,
17420,7570,
17420,7934,
17421,12650,
17422,13164,
17423,3955,
17423,7940,
17423,8330,
17423,10440,
17423,10441,
17424,4610,
17424,9476,
17425,2729,
17425,6105,
17426,1087,
17426,1813,
17426,5701,
17426,5945,
17426,6856,
17426,7225,
17426,8009,
17427,995,
17427,1476,
17427,3069,
17428,8569,
17428,9470,
17428,13212,
17428,13428,
17429,8617,
17430,4261,
17431,7232,
17432,6620,
17432,7291,
17432,9151,
17433,1,
17433,1171,
17434,1223,
17434,6110,
17435,8336,
17435,11217,
17436,10330,
17437,4569,
17437,5394,
17437,6337,
17438,6375,
17438,10333,
17438,11446,
17439,7300,
17439,9215,
17440,4867,
17440,9594,
17441,5383,
17441,12470,
17441,13876,
17442,4661,
17442,11643,
17443,9707,
17443,9708,
17443,10737,
17443,11290,
17443,11449,
17444,1900,
17444,2872,
17445,2478,
17445,4062,
17445,4357,
17445,8731,
17446,6115,
17447,6116,
17448,14582,
17449,5533,
17449,9374,
17449,10967,
17450,4211,
17450,7841,
17451,858,
17451,1456,
17451,1719,
17451,1872,
17451,2102,
17451,3610,
17452,6740,
17453,12066,
17454,5051,
17454,6802,
17454,10329,
17455,10329,
17456,7120,
17457,11245,
17458,12602,
17459,445,
17459,652,
17460,10034,
17461,1282,
17461,3490,
17461,3592,
17461,3898,
17461,4066,
17461,7430,
17461,8378,
17461,8632,
17461,11832,
17461,13888,
17462,9606,
17463,11372,
17464,9659,
17464,10298,
17465,2379,
17465,5965,
17465,6571,
17466,1637,
17466,1720,
17466,1890,
17466,1932,
17466,2394,
17466,2991,
17466,3413,
17466,4006,
17467,4317,
17467,12749,
17468,9471,
17469,9471,
17470,622,
17470,640,
17470,702,
17470,718,
17470,877,
17470,2269,
17470,2890,
17470,3550,
17470,3677,
17470,4060,
17470,4993,
17470,5238,
17470,5872,
17471,5239,
17471,8702,
17472,1840,
17472,1999,
17472,2263,
17472,2793,
17472,2794,
17472,2851,
17472,3764,
17472,4369,
17472,4497,
17473,2164,
17473,2203,
17473,4078,
17474,2138,
17474,2419,
17474,3013,
17474,4178,
17475,8246,
17476,2010,
17476,2061,
17477,11617,
17478,3017,
17478,5833,
17478,8497,
17478,10352,
17479,11094,
17480,5124,
17481,8025,
17482,9123,
17483,7096,
17484,3331,
17484,9452,
17484,10182,
17485,7554,
17486,9504,
17486,11796,
17487,1541,
17488,3727,
17488,9316,
17488,9620,
17489,6899,
17489,10477,
17490,8602,
17491,5781,
17492,8259,
17492,10359,
17493,9386,
17494,2616,
17494,3389,
17495,15223,
17496,5241,
17496,7804,
17497,3874,
17497,6596,
17497,8407,
17498,6658,
17498,7545,
17498,8652,
17498,11274,
17499,8586,
17499,8641,
17500,3468,
17500,6352,
17501,8574,
17502,12123,
17503,7605,
17503,8251,
17503,8337,
17503,11488,
17503,11543,
17503,11552,
17503,12439,
17503,12503,
17503,12893,
17503,14591,
17504,12392,
17505,4180,
17505,6361,
17505,6954,
17506,2185,
17506,4808,
17506,4858,
17506,4929,
17506,5557,
17507,9690,
17507,14300,
17507,14368,
17508,11033,
17509,11123,
17510,3142,
17510,3327,
17510,11322,
17511,11116,
17511,11561,
17511,12777,
17512,8141,
17512,12385,
17512,12697,
17513,5148,
17513,11052,
17514,7513,
17514,7722,
17514,11059,
17514,11069,
17515,9514,
17515,12848,
17516,10373,
17517,4537,
17517,11409,
17518,4221,
17518,4893,
17519,5027,
17519,7809,
17520,9680,
17520,9863,
17521,6149,
17521,7767,
17521,10798,
17521,12702,
17521,12974,
17522,315,
17522,561,
17522,1131,
17522,7008,
17523,7769,
17523,11479,
17524,3954,
17524,3986,
17524,4116,
17525,3217,
17525,3301,
17525,6587,
17525,9311,
17525,9406,
17525,10237,
17526,10161,
17527,242,
17527,2219,
17527,4023,
17527,4136,
17527,9685,
17528,12177,
17529,5375,
17529,6370,
17529,6910,
17530,1992,
17530,5943,
17530,6497,
17531,12709,
17532,1715,
17533,569,
17533,1224,
17534,995,
17534,1246,
17534,5303,
17535,5348,
17535,12714,
17536,8617,
17536,12406,
17537,14391,
17538,11342,
17538,11948,
17539,11151,
17539,11821,
17540,7349,
17541,7573,
17542,2777,
17542,13792,
17543,2224,
17543,4188,
17543,4203,
17543,4387,
17543,4999,
17543,7019,
17544,6729,
17545,1983,
17545,3930,
17545,4098,
17545,4266,
17546,7777,
17547,847,
17547,1289,
17547,2309,
17547,2710,
17547,4697,
17547,5761,
17547,5873,
17547,6301,
17547,6394,
17547,9797,
17548,8057,
17549,3002,
17550,4294,
17550,4351,
17550,7239,
17550,7361,
17550,10575,
17551,6673,
17552,236,
17552,277,
17552,703,
17552,1533,
17552,2387,
17552,4452,
17553,4743,
17553,5308,
17553,8281,
17554,4544,
17554,4770,
17554,5415,
17554,7366,
17554,7731,
17555,4300,
17556,13302,
17557,13367,
17558,3709,
17558,5708,
17558,8624,
17559,2908,
17559,4130,
17560,4880,
17560,5197,
17560,7372,
17560,11654,
17560,11725,
17561,2123,
17561,4118,
17562,1756,
17562,2590,
17562,10506,
17563,5906,
17564,5906,
17565,11218,
17565,13446,
17565,13652,
17566,2194,
17566,2248,
17566,5751,
17566,7235,
17566,10644,
17567,11661,
17567,12143,
17568,1868,
17568,2075,
17568,8762,
17568,11273,
17568,12875,
17569,4551,
17569,8482,
17570,1479,
17570,2426,
17570,5266,
17570,8760,
17571,7026,
17572,2752,
17573,1232,
17573,2182,
17573,6248,
17574,11369,
17574,11378,
17575,5574,
17576,8371,
17576,9432,
17577,3382,
17577,14417,
17578,3239,
17579,1607,
17579,3495,
17579,4042,
17580,3559,
17580,4721,
17581,1014,
17581,2828,
17581,3774,
17582,283,
17582,2931,
17582,9308,
17583,6272,
17583,9220,
17583,11237,
17583,13088,
17584,6272,
17584,10782,
17585,6159,
17585,9330,
17585,9660,
17586,3179,
17586,7264,
17587,7264,
17588,2815,
17588,2862,
17588,9111,
17589,5546,
17589,11909,
17590,8602,
17590,11919,
17591,8183,
17592,628,
17592,674,
17592,876,
17592,1075,
17592,1284,
17592,2073,
17592,2554,
17592,2831,
17592,3067,
17592,4983,
17592,5085,
17592,5783,
17592,6818,
17592,12481,
17593,5249,
17593,8048,
17594,5052,
17594,7577,
17594,8374,
17595,310,
17595,498,
17595,749,
17595,955,
17595,1305,
17595,1494,
17596,6211,
17597,1773,
17597,1966,
17597,4279,
17598,1642,
17598,2692,
17598,3164,
17599,5595,
17599,8039,
17599,8042,
17599,10982,
17599,13100,
17600,4394,
17600,6428,
17601,3222,
17601,4927,
17601,6408,
17601,7863,
17601,8083,
17601,10124,
17602,11841,
17603,8508,
17603,12368,
17604,1841,
17604,4087,
17604,4219,
17604,12365,
17605,7199,
17606,6595,
17606,12218,
17606,12377,
17607,11846,
17608,7144,
17608,12379,
17609,6799,
17609,9789,
17609,10228,
17609,14330,
17610,6029,
17610,6207,
17610,6949,
17611,5287,
17612,11934,
17612,12448,
17613,9274,
17613,11048,
17614,5648,
17614,10125,
17615,12093,
17616,1553,
17616,6803,
17617,7707,
17618,9397,
17618,10069,
17619,14611,
17620,3247,
17620,8668,
17621,4748,
17621,5146,
17621,6547,
17621,12637,
17621,13707,
17622,8512,
17623,165,
17623,481,
17623,832,
17623,7063,
17624,9647,
17624,11118,
17624,12084,
17624,12256,
17625,6954,
17625,8357,
17626,2647,
17626,9632,
17626,10583,
17627,10875,
17627,11270,
17627,11564,
17627,11565,
17627,12563,
17627,13198,
17628,3169,
17628,3225,
17628,5605,
17629,11416,
17630,10432,
17630,11712,
17631,6023,
17631,7193,
17631,7641,
17632,7123,
17632,7812,
17632,10681,
17632,11498,
17632,12494,
17632,13540,
17633,1335,
17633,6717,
17634,8670,
17635,9500,
17635,10435,
17636,5027,
17636,5293,
17637,3446,
17638,4290,
17638,7344,
17638,7563,
17638,9338,
17638,9518,
17639,11785,
17640,8029,
17640,9546,
17641,4971,
17642,5591,
17642,8045,
17642,13097,
17643,3741,
17643,6721,
17643,8206,
17644,4155,
17645,6973,
17646,5426,
17647,555,
17647,695,
17647,715,
17647,767,
17647,925,
17647,1073,
17647,1163,
17647,1475,
17647,2586,
17647,2835,
17647,5269,
17647,8614,
17648,5345,
17648,7009,
17648,8524,
17648,11383,
17648,12480,
17649,4532,
17649,10999,
17649,11639,
17650,201,
17650,518,
17650,648,
17650,776,
17650,1044,
17650,1129,
17650,11291,
17651,4595,
17652,7111,
17652,13781,
17653,5957,
17654,4867,
17655,7621,
17655,12730,
17656,13826,
17657,12929,
17658,9522,
17659,539,
17659,4779,
17660,7019,
17660,10891,
17661,1699,
17662,6916,
17663,6286,
17663,13144,
17664,3606,
17664,5715,
17664,7238,
17664,7788,
17664,10959,
17665,1716,
17665,3042,
17665,4227,
17665,5526,
17665,6238,
17665,9259,
17666,5662,
17667,1452,
17667,14017,
17668,2363,
17668,4428,
17669,3347,
17670,3966,
17670,7074,
17670,7354,
17671,2876,
17672,2869,
17672,7585,
17673,10334,
17673,11511,
17674,8375,
17675,11580,
17676,7182,
17676,11971,
17676,12666,
17677,4704,
17677,6179,
17678,4482,
17679,4511,
17679,7308,
17680,1633,
17680,10727,
17681,5510,
17682,5659,
17682,9303,
17683,3382,
17683,10582,
17684,8325,
17684,8427,
17684,8663,
17684,11158,
17684,12152,
17685,1472,
17685,2687,
17685,4878,
17685,9567,
17686,5969,
17687,4562,
17688,1842,
17688,2502,
17688,3412,
17688,11694,
17688,11915,
17688,12119,
17689,1014,
17689,1234,
17690,8584,
17690,9973,
17691,12749,
17692,12624,
17693,11840,
17693,11905,
17694,5184,
17695,12283,
17696,6811,
17696,14281,
17697,7513,
17697,13021,
17698,2692,
17699,1717,
17699,3607,
17700,9732,
17701,3565,
17702,11557,
17703,5391,
17704,11910,
17705,2857,
17705,5189,
17705,5729,
17706,6278,
17706,7267,
17706,9121,
17707,1748,
17707,1807,
17707,3051,
17707,4439,
17708,4382,
17709,4279,
17709,6764,
17710,13391,
17711,4926,
17711,9318,
17711,11534,
17712,3767,
17712,4716,
17712,7201,
17712,11698,
17713,7923,
17714,4003,
17714,5276,
17714,5970,
17714,9723,
17714,12608,
17715,8595,
17716,7134,
17716,7591,
17716,11700,
17717,2402,
17717,2428,
17717,4179,
17717,7413,
17717,11621,
17718,3468,
17718,6436,
17718,8306,
17718,9246,
17719,2110,
17719,2577,
17719,2642,
17719,6996,
17719,7752,
17719,8660,
17720,855,
17720,961,
17720,1061,
17720,1243,
17720,1843,
17720,1902,
17720,2294,
17720,6478,
17720,9738,
17721,5596,
17722,6995,
17722,8405,
17722,11761,
17723,2086,
17723,3404,
17723,6708,
17724,8309,
17725,1208,
17726,946,
17727,8454,
17728,7144,
17729,5366,
17729,5740,
17729,5741,
17729,5742,
17729,7813,
17729,10423,
17729,10485,
17729,12302,
17729,12769,
17730,6346,
17730,6952,
17731,5752,
17731,6150,
17731,8143,
17732,6543,
17732,7217,
17732,7417,
17733,7461,
17733,11854,
17734,10194,
17734,12967,
17735,6253,
17735,13196,
17736,10371,
17737,10642,
17737,11266,
17738,4579,
17738,5417,
17738,6667,
17739,9335,
17740,11270,
17741,7616,
17741,7825,
17741,7870,
17741,8464,
17742,11856,
17742,11857,
17743,293,
17743,2351,
17743,2860,
17743,3063,
17743,3452,
17743,5930,
17743,10006,
17744,8243,
17745,4523,
17746,10321,
17746,10602,
17746,11126,
17746,11566,
17746,13849,
17747,2699,
17747,9283,
17748,741,
17748,3115,
17748,8664,
17749,3801,
17749,10005,
17750,11129,
17751,5696,
17751,10140,
17751,11184,
17752,10235,
17753,3723,
17754,7827,
17754,12978,
17755,2083,
17756,707,
17756,4731,
17757,6855,
17758,5426,
17759,7461,
17759,9867,
17760,4119,
17760,5208,
17760,11382,
17760,11505,
17761,6782,
17761,7054,
17761,9201,
17762,4297,
17763,2240,
17763,11202,
17764,389,
17764,1000,
17764,5258,
17764,8683,
17765,7073,
17765,11206,
17766,5661,
17766,5760,
17766,12094,
17767,1983,
17767,3073,
17767,4161,
17767,5000,
17767,9524,
17768,11210,
17768,12526,
17769,7173,
17769,7830,
17769,10167,
17770,1733,
17770,2141,
17770,3987,
17770,6332,
17771,10848,
17771,12528,
17772,5905,
17773,4479,
17773,4735,
17773,6868,
17774,8625,
17774,10837,
17775,9299,
17775,10112,
17775,12052,
17775,12867,
17776,6173,
17776,9110,
17777,5118,
17777,6082,
17777,7673,
17778,10824,
17779,14119,
17779,14545,
17779,14817,
17780,7953,
17781,11661,
17782,12875,
17782,13585,
17782,14551,
17783,7124,
17784,2371,
17784,3825,
17784,10339,
17784,10723,
17785,8224,
17785,14027,
17786,1417,
17787,11160,
17788,436,
17788,472,
17788,840,
17788,3349,
17788,5914,
17788,7365,
17788,7685,
17788,10405,
17789,2146,
17789,6178,
17789,7126,
17789,10722,
17790,6465,
17791,1836,
17791,2522,
17792,1873,
17792,2947,
17792,4633,
17792,4663,
17793,4633,
17794,4957,
17794,6877,
17795,11366,
17796,10344,
17797,10329,
17798,6392,
17799,11529,
17800,8077,
17800,12340,
17801,12349,
17802,2254,
17802,5482,
17802,7744,
17803,1304,
17803,4707,
17803,6393,
17803,7437,
17804,4707,
17804,4752,
17804,5270,
17804,6746,
17805,2777,
17806,6073,
17806,8379,
17807,2913,
17807,3048,
17807,4621,
17808,3850,
17808,5420,
17808,7793,
17808,7826,
17808,9107,
17808,10234,
17808,11898,
17809,2988,
17810,3495,
17810,5015,
17811,13667,
17812,11335,
17812,11380,
17813,8327,
17814,5533,
17815,4594,
17815,4668,
17815,6809,
17816,5074,
17816,8490,
17816,13530,
17817,9633,
17817,9998,
17817,13705,
17818,11750,
17819,10457,
17820,2703,
17820,4849,
17820,5998,
17821,12624,
17822,2521,
17822,2816,
17822,3130,
17822,3387,
17823,3871,
17823,11175,
17824,14723,
17825,6085,
17825,12358,
17826,9873,
17826,11419,
17827,4986,
17827,7265,
17827,7711,
17827,12684,
17828,10790,
17829,4408,
17829,4717,
17829,5731,
17829,11545,
17830,2014,
17830,6022,
17830,9240,
17831,7267,
17832,310,
17832,1037,
17832,3470,
17833,7991,
17834,8595,
17835,8190,
17836,1903,
17836,3133,
17837,9860,
17837,14434,
17837,15159,
17838,3444,
17839,12073,
17840,3576,
17840,9742,
17840,10362,
17840,10988,
17841,9674,
17841,9796,
17841,10184,
17841,13341,
17842,3061,
17842,6355,
17842,7862,
17843,2212,
17843,2644,
17843,8445,
17844,11621,
17845,4968,
17846,5843,
17847,3392,
17847,7483,
17847,7855,
17847,8032,
17848,3392,
17849,5598,
17849,5684,
17849,5928,
17849,6144,
17849,8347,
17849,8754,
17849,9990,
17850,2955,
17850,8507,
17851,2490,
17851,2528,
17851,3465,
17851,3670,
17852,9864,
17852,11626,
17852,11770,
17853,9535,
17854,6955,
17854,8763,
17855,9728,
17855,9729,
17855,10108,
17855,10111,
17856,3247,
17856,5796,
17856,7334,
17857,10546,
17857,11261,
17857,14223,
17858,7929,
17859,5999,
17859,8267,
17859,8292,
17860,6484,
17860,7154,
17861,13122,
17862,4580,
17862,12909,
17863,14888,
17864,1552,
17864,9399,
17864,11497,
17865,8547,
17865,11860,
17866,2749,
17866,3949,
17866,4379,
17866,11499,
17866,11500,
17866,12566,
17866,14001,
17867,8197,
17868,10265,
17868,11929,
17869,6997,
17869,9393,
17869,10880,
17870,4780,
17870,11307,
17871,6535,
17872,3254,
17872,11186,
17872,12355,
17872,13179,
17873,5155,
17873,9285,
17873,10062,
17873,12551,
17874,6317,
17874,8081,
17874,10364,
17874,10795,
17875,4168,
17876,10206,
17877,4251,
17877,6499,
17877,8008,
17878,11956,
17879,9864,
17880,12647,
17881,7072,
17881,12410,
17882,852,
17883,8917,
17884,4779,
17885,7624,
17885,7666,
17885,8472,
17886,2777,
17887,6729,
17888,7172,
17888,7942,
17888,9825,
17889,236,
17889,1676,
17889,4015,
17890,13148,
17891,1230,
17891,1272,
17891,1424,
17891,2177,
17891,5619,
17892,1350,
17892,1819,
17892,3882,
17892,4585,
17892,4698,
17893,500,
17893,743,
17893,1188,
17893,2176,
17894,6172,
17894,9156,
17894,11145,
17895,11354,
17896,4230,
17896,8171,
17896,15128,
17897,6629,
17897,7781,
17897,10248,
17898,7358,
17898,11360,
17899,7302,
17900,4547,
17900,4787,
17900,6064,
17900,6339,
17901,1900,
17901,5912,
17902,2844,
17902,10828,
17903,7124,
17904,1261,
17904,1662,
17904,2195,
17905,4917,
17905,7738,
17906,7080,
17906,8579,
17906,9562,
17906,12811,
17907,472,
17907,1089,
17907,4037,
17907,4395,
17907,5712,
17907,14410,
17908,3103,
17908,9798,
17908,10294,
17908,10904,
17909,5275,
17909,7588,
17909,8697,
17910,12421,
17910,14117,
17911,1710,
17912,9446,
17912,10728,
17912,12812,
17912,13398,
17913,1873,
17914,3265,
17914,5713,
17914,11089,
17915,10209,
17916,3716,
17916,11977,
17917,926,
17917,2558,
17917,4817,
17917,7556,
17918,4432,
17918,11352,
17919,7255,
17919,7639,
17919,7695,
17920,639,
17920,4001,
17920,6427,
17921,7556,
17921,8024,
17922,2913,
17922,11137,
17922,11443,
17923,11661,
17924,4115,
17924,4254,
17925,7537,
17925,10348,
17926,3774,
17926,6031,
17926,8298,
17926,10518,
17927,7287,
17928,8770,
17928,12156,
17929,5436,
17930,4262,
17930,4427,
17931,9226,
17931,11028,
17931,12479,
17932,1932,
17932,2899,
17932,4315,
17932,7562,
17932,7913,
17932,8739,
17932,9225,
17933,6430,
17933,14863,
17933,15143,
17933,15228,
17934,2521,
17934,3618,
17934,4077,
17935,3319,
17935,3525,
17935,7596,
17935,8184,
17936,4366,
17936,4801,
17936,7703,
17936,8644,
17937,4078,
17937,9730,
17937,12053,
17937,15865,
17938,9658,
17938,9783,
17939,11808,
17939,12487,
17939,13146,
17940,8603,
17941,9820,
17941,12858,
17942,1110,
17942,5334,
17943,5744,
17943,7550,
17943,10311,
17944,12683,
17944,13177,
17945,1476,
17945,9549,
17945,12569,
17946,3852,
17946,5029,
17947,4275,
17948,15469,
17949,3124,
17950,2740,
17950,3570,
17951,3569,
17951,11986,
17952,9980,
17952,11178,
17952,11912,
17953,1964,
17954,7605,
17955,4804,
17956,8402,
17957,9244,
17958,5232,
17958,9913,
17959,3331,
17959,3867,
17959,5405,
17959,10420,
17959,12173,
17959,14579,
17960,2693,
17960,3361,
17960,5138,
17961,6039,
17961,10595,
17962,7273,
17963,3423,
17963,6034,
17964,10362,
17965,10362,
17966,8711,
17967,3473,
17968,2720,
17968,3221,
17968,3246,
17968,8599,
17969,6604,
17969,8510,
17969,10312,
17969,13108,
17970,4676,
17971,1690,
17971,3335,
17972,8602,
17972,8755,
17973,711,
17973,2153,
17973,8044,
17973,8136,
17973,8192,
17973,9400,
17974,7753,
17975,1103,
17975,2527,
17975,13766,
17976,2527,
17976,5853,
17976,7451,
17976,13342,
17977,2529,
17978,4838,
17979,12449,
17980,6129,
17980,7980,
17980,8359,
17980,11056,
17981,11261,
17982,7171,
17982,7333,
17982,11181,
17983,1063,
17983,12386,
17984,4888,
17984,7059,
17984,7424,
17984,9884,
17985,6080,
17985,8142,
17985,10994,
17986,3055,
17986,3720,
17986,5116,
17986,5919,
17987,4615,
17987,5939,
17987,6457,
17987,8689,
17987,13128,
17988,8763,
17988,9926,
17989,9871,
17990,10700,
17991,11127,
17991,12693,
17991,14883,
17991,15038,
17992,11500,
17993,9875,
17993,10068,
17993,10436,
17993,12018,
17993,12388,
17993,13200,
17993,13495,
17993,15104,
17993,15172,
17994,11863,
17994,12395,
17994,14380,
17995,3927,
17996,9191,
17997,1355,
17997,1974,
17998,1134,
17998,2513,
17998,3590,
17999,453,
17999,9878,
18000,7224,
18000,14388,
18001,382,
18002,1766,
18003,3368,
18003,4295,
18003,8274,
18003,11199,
18003,13209,
18004,2776,
18004,4253,
18004,8725,
18005,4536,
18005,6053,
18006,6973,
18006,7460,
18006,11802,
18007,5804,
18007,6235,
18008,10813,
18009,13938,
18010,996,
18011,4795,
18011,6744,
18012,9491,
18013,1781,
18013,11131,
18014,7242,
18014,7286,
18015,7295,
18016,6456,
18016,7699,
18017,11724,
18017,11875,
18018,13869,
18019,9191,
18020,56,
18020,82,
18021,8284,
18021,10615,
18021,14024,
18022,4661,
18022,10852,
18023,10157,
18024,6928,
18024,7954,
18024,8229,
18024,8230,
18024,9561,
18025,10579,
18025,10606,
18026,6982,
18026,10093,
18027,6246,
18027,10027,
18028,3790,
18029,14,
18029,2734,
18029,2874,
18030,8420,
18030,8421,
18030,9362,
18031,12811,
18032,3611,
18033,7928,
18034,2094,
18034,2949,
18034,2950,
18034,2951,
18034,8485,
18035,9342,
18035,11132,
18035,12995,
18036,1925,
18036,1969,
18036,3213,
18036,5058,
18036,10104,
18036,10802,
18037,8024,
18037,8059,
18037,8060,
18037,9494,
18037,11023,
18037,11373,
18038,11443,
18039,2627,
18039,4898,
18039,12209,
18040,10965,
18040,12271,
18040,12999,
18041,13118,
18042,4843,
18043,7846,
18043,7911,
18044,3762,
18044,7848,
18045,7730,
18046,5827,
18047,2783,
18048,4495,
18048,5719,
18048,7370,
18048,10043,
18049,3525,
18050,4046,
18050,9661,
18051,3974,
18051,5066,
18052,11210,
18053,9377,
18054,7708,
18055,11139,
18055,11415,
18056,1743,
18057,8611,
18058,3171,
18058,3233,
18058,11684,
18059,9540,
18059,9978,
18060,4713,
18060,13333,
18061,3837,
18061,4194,
